Occupation,Lifespans
Pediatrics,"[77, 114, 87, 77, 81, 102, 62, 47, 64, 66, 85, 81, 75, 74, 86, 105, 78, 95, 80]"
Sturmabteilung,"[47, 35]"
Stabschef,[47]
Dermatology,"[76, 82, 74, 73, 84]"
Mining engineering,"[89, 65, 67, 78, 67, 81, 68, 63, 64, 65, 54, 79, 67, 81, 61, 87]"
Ventriloquism,"[74, 103, 65, 73, 83, 81, 68]"
Courtier,"[60, 73, 78, 60, 46, 58, 53, 32, 51]"
Rural health,[100]
Endocrinology,"[89, 69, 69, 62, 41, 64, 62, 78, 65]"
Mexico,[39]
Secretary,"[101, 81, 76, 85, 73, 59, 90, 49, 69, 91, 82, 84, 97, 101]"
Ohkay Owingeh New Mexico,[94]
Promoter (entertainment),"[88, 65, 62, 87, 82, 72, 71]"
Estée Lauder Companies,[96]
Knight,"[67, 50, 61, 91]"
Seismology,"[79, 54, 68]"
Human computer,[79]
Bacteriology,"[78, 100, 43, 76, 62, 80, 67, 90]"
James Abbott McNeill Whistler,"[59, 85]"
Fossil,"[69, 48]"
Taxonomy (biology),[93]
Ichthyology,"[93, 68, 50, 65, 78, 40]"
Scenic design,"[62, 84, 82, 79, 86, 61, 72, 52, 73, 66, 79, 82, 77, 69]"
Editorial cartoonist,"[91, 86, 55, 67, 53, 45]"
Hunting,"[89, 66, 80, 79, 86, 57, 90]"
Phonetics,[63]
Rabbi,"[66, 90, 79, 92, 89, 75, 74, 82, 80, 68, 84, 84, 68, 98, 39, 72, 83, 68, 58, 56, 53, 64, 63, 83, 70, 68, 91, 92, 68, 84, 77, 107, 71, 93, 75, 66, 83, 91, 69, 75, 89, 64, 71]"
Terminology,[79]
Butler,"[91, 94, 67, 75]"
Commodity market,[79]
Hotel,"[74, 68, 72]"
World Council of Churches,[79]
National Council of Churches,[79]
Federal Reserve Bank of New York,"[68, 79]"
Dialogue (journal),[68]
Association for Mormon Letters,[68]
Child actor,"[72, 85, 69, 64, 83, 87, 34, 97, 86, 36, 63, 87, 59, 74, 83, 56, 79, 80, 58, 48, 90, 24, 85, 83, 78, 42, 72, 85, 65, 66, 64, 49, 16, 20, 86, 65]"
Bethlehem Steel,[84]
Psychology of religion,[87]
Institute of Nuclear Power Operations,[95]
Photography,"[77, 72, 51, 49, 85, 94, 67, 64, 91, 93, 88, 85, 95]"
Nun,"[83, 82, 71, 84, 81, 86, 75, 54]"
Americans,[62]
Mail carrier,"[81, 45, 91, 82, 48]"
Recreational vehicle,[67]
Coach (bus),[67]
Majordomo,[112]
Stoicism,[83]
Dowding system,[74]
Seigneurial system of New France,"[61, 60, 81, 74, 73]"
Director of the United States Mint,[83]
Heinrich Hoffmann (photographer),[33]
Alaska,[89]
Domestic worker,"[115, 60, 89, 92, 81, 74, 26, 98]"
Dominatrix,[62]
Nonconformist,"[70, 47, 78, 65]"
Law clerk,[68]
Deprogramming,[70]
Auxiliary police,"[70, 26]"
Animal control service,[70]
International Refugee Organisation,[84]
High Sheriff of Northamptonshire,[84]
Nursemaid,"[62, 26]"
Permanent Secretary,"[82, 53]"
Ownership,"[61, 90, 67, 89, 72, 79, 78, 51, 80]"
Wehrmacht,[91]
Union organizer,"[74, 82, 96, 69, 81, 85, 93, 82, 75, 62, 62, 96, 97, 99]"
Settler,"[77, 87, 51, 90, 96, 71, 81, 73, 48, 64, 84]"
New York,"[65, 85, 86, 92, 51]"
Abercrombie & Fitch,[65]
Practice of law,[65]
Abolitionism,"[64, 79, 52, 38, 45, 76, 65, 75, 81, 67, 88]"
Editorial,[47]
Glasses,[47]
History of medicine,[93]
Sufism,"[76, 93, 81, 86]"
Internal resistance to apartheid,"[66, 28, 85, 68, 73]"
List of civil rights leaders,[66]
Archivist,"[91, 60, 87, 92, 64, 82, 58, 69, 66, 93, 93, -4, 82, 73, 95, 79, 67, 92]"
Hazzan,"[78, 79, 92, 78]"
Czechs,[90]
Country music,"[89, 73, 80, 91, 63, 86, 84]"
Mehmed V,[81]
Barber,"[81, 88, 58, 85, 79, 77, 96, 83]"
Official,"[81, 73, 60, 76, 55, 85, 69, 90, 77, 90, 85, 96, 80, 88, 66, 55, 73, 80, 72]"
Mountain man,"[48, 93, 76, 59, 81]"
Ministry of the Navy of Japan,"[81, 88]"
Supreme War Council (Japan),"[81, 88]"
Temperance movement,"[84, 90, 77, 55, 72, 76, 79]"
Republic of China Army,[96]
Warlord,[91]
Nutritionist,"[110, 81, 91, 84, 83, 72, 88]"
Redology,"[94, 84]"
Motivational speaker,"[86, 80, 79, 57, 77, 88]"
Freak show,[84]
Freedom of speech,[96]
Burlesque,[86]
Fencing,"[71, 69, 96, 104, 83, 90]"
Karō,"[73, 41, 35]"
Radio drama,"[28, 68]"
Romanticism in Poland,[91]
Alarko Holding,[72]
Muğla Province,[69]
Balıkesir Province,[69]
Folk art,"[83, 102, 62]"
Botanical illustrator,"[78, 101, 79, 77]"
Native American civil rights,[-1850]
Tennis,"[52, 88, 47, 47, 89, 90]"
Alpha Kappa Alpha,"[52, 101, 81, 66, 90, 67, 78, 82, 89, 97]"
Labour movement,"[89, 88, 64, 74, 45, 84, 59, 77]"
Fiddle,"[95, 76, 83, 47, 74, 74, 96, 29, 68, 79, 76]"
Printer (publishing),"[53, 90, 66, 53, 77, 71, 90, 64, 91, 70, 71, 65, 80, 60, 74, 77, 66, 77, 1, 60, 73, 84, 69, 79, 81, 66, 89, 66, 86, 72, 75, 67, 84, 55, 96, 57]"
Junker,[65]
Diesel engine,[90]
Westfälisches Museum für Naturkunde,[71]
Oncology,"[95, 75]"
Virology,"[95, 96]"
University of Warsaw,[82]
Polkovnik,[64]
List of malacologists,"[71, 72]"
Computer engineering,"[89, 71, 78]"
Vibraphone,"[83, 60, 58]"
Dominican Order,"[49, 54, 1606]"
Ministry of Defence (Spain),[81]
Lieutenant,[16]
House of Representatives of Puerto Rico,[90]
Folklore,"[87, 75, 75, 69, 80]"
Chaplain,"[77, 81, 83, 89, 87, 48]"
Guitar,"[65, 76, 52]"
Canning,[41]
Helmsman,[23]
Fado,"[79, 75]"
Anatomy,"[69, 60, 68, 73, 73, 76, 80, 90, 85, 87, 82]"
Master of ceremonies,"[63, 94, 61, 79, 25]"
Lydia Taft,[66]
Minister (government),"[58, 79, 82, 62, 37, 80, 76]"
Methodism,"[63, 70, 73, 78, 81, 93, 74, 67, 57, 69]"
Ecumenical Institute for Study and Dialogue,[63]
Hellenic Parliament,"[24, 66, 74, 63]"
Hussar,[93]
Organic chemistry,"[80, 81, 85]"
Major general,"[68, 54, 64, 62, 72]"
CERN,"[66, 56]"
Martial arts,"[90, 74, 78, 65, 73]"
Plumber,"[88, 85, 71, 75, 55, 72, 71]"
Federal Deposit Insurance Corporation,[88]
Finance,"[88, 73, 85, 67]"
Tap dance,"[81, 85, 74, 87, 78, 70, 75, 81, 86]"
Southern Baptist Convention,"[84, 79, 74, 74, 93, 83, 84]"
National Guard Association of the United States,"[76, 78]"
Cuatro (instrument),"[81, 79]"
Aristocracy (class),"[65, 83, 63, 57]"
Clerk,"[82, 54, 82, 59, 64, 66, 58, 42, 74, 77, 46, 28, 67, 25, 71, 76, 91, 83]"
Satire,"[70, 87, 70, 74, 68, 68, 62, 68, 71, 76, 67, 59, 89]"
Cangaço,"[41, 27]"
Virtuoso,[89]
Mowbray House School,[75]
Iron ore,[83]
Rif War,[42]
Smuggling,"[78, 30, 68, 91]"
Quarry,"[78, 59]"
Gospel music,"[85, 68]"
Arizona Historical Society,[76]
Watchmaker,"[71, 56, 63, 64, 64, 35, 80, 74, 75, 85]"
Certified Public Accountant,"[55, 96, 88]"
Restaurant,"[67, 81, 88]"
Farmworker,"[64, 69, 86, 80, 63, 88, 98, 93]"
Dude Ranchers Association,[84]
Sports commentator,"[89, 76, 76, 67, 72, 69, 84, 70, 77, 35, 51, 78, 86, 82, 76, 57, 87, 89, 50, 77, 71, 83, 99, 78, 84, 69, 83, 88, 87, 76, 53, 76, 83, 84, 85, 75, 47, 84, 89, 68, 80, 70, 77, 44, 65]"
American Aerolights,[63]
Baseball,"[85, 73, 89, 98, 72, 99, 93, 88, 71, 77, 72]"
The Phillips Collection,[86]
Samoa,[79]
Crime,"[85, 55, 106, 35, 22, 37, 33, 30]"
Kent,[85]
Rochester Airport England,[84]
Dutch East Indies,"[77, 86]"
Military engineering,"[63, 60, 77, 46, 74]"
California Gold Rush,[45]
Border Ruffian,[45]
Broadcast journalism,"[94, 43, 75, 78]"
Mississippi Freedom Democratic Party,[73]
Forgery,[82]
Royal Navy,"[99, 18, 69, 64, 75, 70, 77, 64, 77, 34, 41]"
Type foundry,"[59, 41]"
Neiman Marcus,"[96, 70, 74, 97, 95]"
American frontier,"[47, 50]"
Accordion,"[61, 89, 73, 74, 65, 74, 70, 92, 77]"
Rector (ecclesiastical),"[51, 75]"
Real estate entrepreneur,"[83, 87, 60, 52, 33, 72]"
Pediatric endocrinology,"[69, 90, 82, 88, 78]"
Rock climbing,"[75, 93, 85]"
Protestantism,"[84, 85, 65, 106, 79, 69, 87, 74, 87, 76]"
Samsung,[77]
Computer scientist,"[58, 75, 67, 66, 84, 52]"
National University of Singapore,[54]
Green Bay Packers,[91]
Press agent,"[68, 42]"
Viking expansion,[50]
Evolutionary biology,[75]
Artists and repertoire,"[68, 43, 86, 68, 84, 97, 66]"
Music publisher (popular music),"[68, 73, 81, 82, 82, 90, 77, 97, 66, 94, 55, 82]"
Government,"[94, 90, 29, 75, 74, 51, 55, 44, 64, 62, 42, 77]"
Christ Church Lambeth,[71]
Cowman (profession),"[98, 45]"
Fighter pilot,"[87, 26, 25, 81]"
Motorsport,"[90, 43, 76, 45, 98, 74]"
Sheep shearer,"[69, 77, 53, 41, 92, 61, 69, 64, 86, 68]"
Obstetrics,"[64, 88, 70, 91, 93, 85, 72, 92, 88]"
Privy Council of Sweden,"[48, 68]"
Basketball,"[75, 86, 64, 59]"
Talent manager,"[72, 73, 47, 92, 55, 68, 100, 73, 77, 83, 81, 77, 97, 88, 71, 33, 83, 83]"
Bouncer (doorman),"[49, 94, 81, 54]"
Senior management,"[61, 82, 80, 83, 80, 76, 76, 58, 80, 78]"
Religion,"[78, 58]"
Cryptography,"[81, 67, 91, 90, 75, 73, 94]"
LGBT rights in the United States,"[70, 87]"
Record shop,[65]
Marketing,"[86, -1899, 89, 50]"
Roman Catholic Archdiocese of Jakarta,[75]
Chemistry,"[97, 97, 60, 73, 90, 54, 59]"
Correspondent,"[75, 83, 65, 36, 80, 63, 82, 63, 76, 40]"
Managing editor,"[75, 77, 62, 81]"
Ballet,"[77, 57, 80, 101, 63, 92, 76, 56]"
Social psychiatry,[87]
Victoria Cross and George Cross Association,[85]
Hess Corporation,[85]
Fulbright & Jaworski,[77]
Watergate scandal,[77]
Special prosecutor,[77]
Grammar,"[69, 62]"
Zionism,"[69, 60]"
Hedge fund,"[78, 89]"
Mutual fund,[78]
Cardiology,"[68, 83, 73, 85, 95, 87, 98]"
Arkansas,"[90, 66]"
Palaeography,"[76, 62, 98]"
Medieval studies,"[76, 73, 84]"
Computer Sciences Corporation,[84]
Truck driver,"[55, 63, 91]"
Hospital,[55]
Auto mechanic,"[55, 30, 64]"
Vermont Republican Party,[52]
Aerodynamics,"[88, 55, 81]"
Ufology,"[74, 86, 81, 72, 85, 79, 76, 51, 80, 63, 80, 74, 68, 61, 74]"
Choreography (dance),[44]
Lord Mayor of London,"[62, 76]"
Sprint (running),"[92, 74, 70]"
West Australian Airways,[66]
List of opera directors,"[87, 69, 69, 73, 49]"
Bass (voice type),"[87, 79, 75]"
Communication,[91]
Psychology,"[91, 66, 81, 77, 69, 66, 41]"
Propaganda,"[91, 44, 40]"
Conflict resolution,[91]
Economics,"[73, 66, 30, 76]"
Politics,"[73, 86, 75, 91, 86, 78, 50, 58, 71, 65, 54, 75]"
General practitioner,"[66, 84, 92, 83, 66, 68]"
National Intelligence Service (Greece),[82]
Philippines,"[86, 75, 25, 72, 60, 90, 97]"
Welder,"[74, 95, 88, 71, 76]"
Grumman,"[87, 94]"
Preservationist,[67]
Documentary film,"[78, 88, 95, 93, 94]"
Game show,"[63, 77, 71, 63, 78]"
Encyclopedia,"[60, 77, 82]"
Counterintelligence,[83]
Pakistan Merchant Navy,[72]
Chemical engineer,"[92, 67, 59, 88, 89, 67, 83, 81, 87, 47]"
Royal Australian Air Force,"[75, 70, 69, 78]"
Episcopal Church (United States),"[91, 62, 88, 95, 87]"
Freedom of the press,[83]
Independent Baptist,"[68, 83]"
Ballet master,"[67, 50, 54, 74, 92]"
Shakespeare Birthplace Trust,[92]
Dnipropetrovsk,[66]
Master of the Ceremonies,[67]
Anglicanism,"[66, 63, 63, 72, 61, 67, 84, 93, 56, 73]"
The Observer,[93]
Advocacy,[92]
Breeder,"[92, 68]"
Property manager,[40]
Station master,"[87, 80]"
United States Army,"[81, 63, 67, 104, 26, 81, 68, 79, 32, 82, 71, 35, 83, 91, 85, 81, 68, 68]"
Naval architecture,"[0, 74, 68, 74, 79, 75, 67, 91, 90, 81, 74, 69, 77, 69]"
Watercolor painting,"[70, 94]"
Landscape painting,"[70, 70, 54, 79]"
Vaudeville,"[72, 77, 71, 67, 75, 47, 80, 81, 66, 59, 79, 68, 57, 78, 34]"
Broadway theatre,"[72, 96, 57]"
Blacksmith,"[88, 64, 76, 86, 65, 38, 93, 68, 84, 59, 88, 73, 62, 71, 49, 97, 1721, 69, 77, 40]"
Sugar,"[69, 82]"
Coal mining,"[81, 51, 112, 73, 66, 67, 64, 63, 52, 79, 75, 73, 33]"
Instituto de Música Juan Morel Campos,[69]
Pantomime,[83]
Voice teacher,"[81, 86, 86, 87, 81, 73]"
Fashion photography,[95]
Ink,[98]
Human factors and ergonomics,[94]
Management consulting,"[94, 59, 104, 94, 83, 67]"
Politicia,[69]
Trick riding,"[59, 85]"
Exhibition shooting,[59]
Lillian Vernon (company),[88]
Substitute teacher,[80]
Asia Television,"[91, 77]"
Taipei Times,[76]
Liberty Times,[76]
Union Bank of Taiwan,[76]
Dog breeding,"[87, 32, 71, 67]"
Jazz guitarist,[47]
Silent film,"[53, 83, 78, 53, 91, 83, 77, 66, 71, 30, 60]"
Tuskegee Airmen,[69]
Showgirl,"[76, 72]"
Southern California,[85]
Indian agent,"[84, 53, 48, 47, 59, 62, 81, 62]"
Brewing,"[58, 60, 63, 63, 78, 95, 85, 85, 53, 71, 69, 82]"
Public health nursing,[77]
Motorcycle design,"[82, 71]"
List of governors of Malta,"[82, 79, 79]"
Southeastern Louisiana University,[67]
Associated British Oil Engine Company,[77]
Classics,"[95, 43, 79, 51, 70, 78, 83, 80, 74, 60, 44, 61, 75, 58, 79, 87]"
Secret Intelligence Service,"[47, 60, 93, 84]"
Baritone,"[81, 81, 83, 60, 85, 70, 87, 53, 76, 68, 66]"
Master of the Mercers' Company,[76]
Biography,"[91, 84]"
Marine insurance,[90]
Gardener,"[60, 86, 71, 52, 88, 63, 73, 97, 81]"
Roscoe Pound,[92]
Drawer,[90]
Equestrianism,"[82, 55, 38, 99]"
Animal rights,[85]
Free Will Baptist,[82]
United States Marine Corps,"[52, 70, 72, 86, 70, 69, 107, 85]"
Secular humanism,[93]
Insurance,"[54, 82, 76, 89, 74, 77, 89, 66, 67, 88, 79, 85, 63, 68, 87]"
Automobile salesperson,[54]
The New Yorker,[73]
Pentecostalism,[44]
Tregony (UK Parliament constituency),[42]
Portsmouth (UK Parliament constituency),[42]
Wendover (UK Parliament constituency),[42]
Gastronomy,[72]
Hotel manager,"[72, 69, 99, 54, 77, 92, 50, 70, 63]"
Catholicism,"[67, 61, 59]"
Legislature,[75]
Midwife,"[104, 48, -12, 80, 52, 65, 69]"
Drag queen,"[46, 42, 90, 60, 56, 47, 56, 57, 51]"
Cattle,"[64, 69, 89, 76, 77, 85, 90, 59, 86, 79, 78]"
Eugenics,"[67, 91, 79]"
Silhouette animation,[82]
Gambling,"[90, 30, 39, 74, 84, 36, 39, 81, 57, 81, 41]"
McDonald's,"[94, 80, 61, 82, 81, 76, 89]"
Order of Saint Benedict,"[78, 82, 84, 94, 68]"
Lumber,"[77, 70, 74, 67, 85, 78, 79, 88]"
Sénat conservateur,"[66, 53, 67]"
Natural science,"[82, 54]"
Surgery,"[69, 10, 74, 51, 47, 77]"
Pipe organ,"[73, 83, 79, 81]"
Forester,"[82, 74, 63, 88, 60, 57, 94, 75, 86, 38]"
Machinist,"[82, 79, 65, 83]"
Military governor of Paris,[70]
Chief of the Defence Staff (France),[70]
Contortion,[63]
Engineering,"[66, 86, 62, 82, 83, 68, 84, 79, 66, 38, 76, 65, 81]"
Southern University Law Center,[84]
Society of Jesus,"[68, 66, 61, 64, 80, 80, 65, 72, 89, 29, 79, 71, 69, 53, 71, 57, 72, 56, 73, 63, 89, 80, 0, 41, 35, 75]"
Arabist,"[68, 75, 97, 92]"
Strongman (strength athlete),"[49, 77, 105, 48, 79, 23, 74, 51, 43]"
Film criticism,"[34, 82, 73, 52, 90, 79, 88, 67, 64, 90, 88, 78, 82, 73, 40, 83, 53]"
France,"[79, 76, 60, 35, 55]"
Economic history,"[93, 79, 93, 79]"
Prefect (France),[75]
Kuehnle's Hotel,[77]
Registrar (education),"[85, 81]"
Paramount Pictures,[62]
Empire Laboratories,[41]
Belle Île,[60]
Corps législatif,"[58, 86]"
Philosophy of history,[62]
Horology,"[85, 83, 94, 47, 44, 76, 97, 85, 63]"
Chamber of Deputies (France),"[65, 59, 68, 74]"
Leatherneck Magazine,[71]
Defence minister,"[27, 89, 77, 53]"
Métis people (Canada),"[91, 101]"
Surrealism,"[82, 72, 36]"
Standard Oil,"[75, 98, 74, 77, 81]"
Poetry,"[89, 50, 30, 56, 45, 85, 85, 55, 67, 21, 67, 37, 54, 74, 68, 78, 52, 72, 82, 76, 67, 33, 69]"
Viola,"[64, 100, 62, 46]"
Lists of violinists,"[64, 74]"
Prefectures in France,"[74, 81]"
Field cornet,"[55, 41]"
Horticulture,"[83, 71, 78, 90, 65, 104, 81, 68, 90, 83, 89, 88, 89]"
Malletier,[71]
Grand Army of the Republic,"[76, 57, 59, 63]"
Governor of New France,"[48, 78, 67]"
Governor of Montreal,"[48, 47]"
Philosophes,[75]
Registered nurse,"[74, 39, 92, 30, 58]"
Credit union,"[78, 70]"
Myles Standish,[39]
San Diego Museum of Man,[90]
Cape Colony,[70]
Governor of Mauritius,[70]
History of science and technology in China,[87]
Government of China,[87]
Order of the Solar Temple,[47]
Condottieri,"[57, 94, 37]"
Podestà,"[57, 88]"
Tenor,"[72, 81, 77, 83, 58, 39, 75, 86, 41, 75, 67, 73, 83, 78, 76, 59]"
Textile design,"[93, 75]"
Gourmand,[64]
Chilean Army,"[81, 64]"
Orator,"[62, 45, 86, 51, 86, 51, 64, 87, 73, 81, 83, 40]"
Bajo sexto,[88]
Maestro,"[89, 68]"
Vedanta,"[61, 99]"
Grey Nuns,[35]
Confectionery,"[86, 82, 91, 71, 65, 80]"
Grocery store,"[84, 86, 69, 56, 85, 69, 79, 66, 26, 74, 79, 77, 75, 78]"
Jefferson Davis,[50]
Social criticism,"[87, 62, 74]"
Minister of Home Affairs (India),"[89, 79]"
Bolsheviks,[52]
Arya Samaj,[88]
Inspector,"[59, 87, 91, 43, 85, 43]"
Indian independence movement,"[83, 76, 94, 40, 79, 80, 87, 95, 87]"
Lecture,"[58, 87, 74]"
Theoretical physics,"[83, 73]"
Kyoto University,"[98, 82]"
Community organizing,"[63, 93, 55, 93, 85, 87, 75]"
Reliance Insurance Company,[73]
Doctor of law,"[81, 64]"
List of Indian writers,[76]
Termez,[60]
Fief,[60]
Academic administration,"[84, 86, 86, 83, 72, 76, 87, 71, 63]"
University of Pennsylvania Museum of Archaeology and Anthropology,[79]
Shaare Zedek Medical Center,[100]
Chariot racing,[27]
Political radicalism,[100]
Virginia Tech,[78]
Patriarch,[94]
Perennial candidate,[59]
Landeshauptmann,[64]
Soybean,[91]
Kyushu University,"[82, 85]"
Okayama University,[82]
Victoria Police,[58]
Police commissioner,"[58, 76]"
Public transport in Istanbul,[67]
Imperial Russian Navy,"[88, 52]"
Community leader,"[86, 74, 84, 70, 70]"
Separatism,[51]
Mufti,"[87, 50, 85, 65, 66, 56]"
Political ecology,[89]
Dramaturge,"[49, 35, 48, 83, 78]"
Red Army,[59]
Rocket,"[59, 73, 75]"
Union of Soviet Writers,[96]
CNIIAG,[93]
Marabout,[85]
Marshal,"[70, 31, 39, 69, 75, 39, 38]"
Golf course,"[52, 85, 81, 68, 83, 73, 82, 55, 42, 98, 72]"
Geneva New York,[51]
Massachusetts General Court,"[51, 89]"
Constitutional convention (political meeting),[51]
E pluribus unum,[51]
Commerce,[86]
Regent,"[90, 69, 67, 41]"
Political sociology,"[84, 46, 92]"
Espionage,"[62, 22, 69, 63, 23, 52, 82, 65, 87, 90, 56, 41, 64]"
Humour,"[80, 81]"
Palestine Liberation Front,[77]
Executive Committee of the Palestine Liberation Organization,[77]
Renmin University of China,[80]
Kabaddi,[76]
Visual arts education,"[85, 60, 63, 102, 39]"
The Economist,[68]
Casting (performing arts),"[71, 62, 88, 68, 74, 80]"
Urdu,"[71, 65, 84]"
Jatiyo Sangshad,[87]
Presbyterian Church in the United States,[75]
Physiology,"[78, 80, 57, 47, 58, 69, 68, 72, 78, 65]"
Stork Club,[70]
History of Asian art,[90]
Massachusetts House of Representatives,[84]
Erotic dance,"[90, 75]"
Marxism,"[57, 61]"
City Lights Bookstore,[73]
Mangaka,"[92, 59, 58, 73, 72, 70, 73, 58, 57, 94]"
Suruga Sanatorium,[78]
Nagashima Aiseien Sanatorium,"[78, 82]"
Food and Agriculture Organization,[93]
Animation director,"[72, 81, 93, 67, 66]"
Japanese National Railways,[97]
Bureaucrat,"[97, 83, 67, 104]"
Shepherd,"[168, 40]"
Optometry,"[89, 72, 80, 88]"
Striptease,"[83, 70, 85]"
Hamashbir Lazarchan,[86]
Ministry of Foreign Affairs,[30]
Rajya Sabha,"[76, 73]"
Advocate,"[78, 82, 69, 72, 77, 85, 81, 68, 89, 67, 83]"
Bridgestone,[87]
Seaman,"[90, 62, 59, 51, 77, 22, 37, 62]"
Civilian,[47]
Cookbook,[81]
Cooking show,[81]
Kyoto,[73]
Episcopal Diocese of West Missouri,[73]
Radio broadcasting,"[78, 76, 60, 66]"
Scientific Atlanta,[87]
Investment banking,"[78, 70, 84, 70, 86, 72, 97, 82, 81, 63, 82, 87, 55, 77, 74, 75, 66]"
French Foreign Legion,[84]
Student,"[25, 20, 22, 27, 27]"
Lohra,[85]
Cello,"[78, 81, 66, 70, 42, 88, 80, 79, 61, 88, 96, 73, 74, 95]"
Evangelical Church in Germany,[88]
Yiddish,[56]
Doctor of Philosophy,[84]
Oslo Philharmonic,[76]
The Wilderness Society (United States),[83]
Nature writing,[83]
United Brotherhood of Carpenters and Joiners of America,[74]
Shanghai International Settlement,[80]
Shanghai French Concession,[80]
Robbery,[76]
Burglary,"[76, 90, 57]"
Apothecary,"[74, 56, 31, 81, 79, 62, 44, 82, 59]"
Burgess (title),[64]
Acting,"[70, 50, 42]"
French literature,[75]
Hajduk,[56]
Cuvânt Moldovenesc,[30]
Society of the Cincinnati,"[63, 53, 63, 71, 52, 73, 40, 51, 67]"
Brigadier general,"[63, 83]"
Augustinians,"[1213, 1429, 60, 1187, 1186]"
Mayor,"[73, 57, 70, 71, 57, 68, 86, 96, 51, 76, 72, 80, 65, 60, 44, 67, 71, 64, 74, 77, 66]"
Health professional,"[59, 55, 62, 82, 81]"
Auction,"[65, 76, 85, 63, 50, 73, 72, 0, 77, 47]"
Ironmongery,"[65, 56, 76, 73, 59, 56]"
North West Company,"[86, 54]"
Sinhalese language,"[65, 91]"
Philip II of Spain,[60]
Nazi hunter,"[97, 89]"
Navigation,[91]
San Antonio,"[65, 90]"
Biochemistry,"[56, 83, 73, 61, 59]"
Molecular biology,"[56, 82, 80]"
General store,"[86, 79, 67]"
Australian Senate,[68]
Legislative council,[68]
South Shropshire (UK Parliament constituency),[66]
General (United Kingdom),[61]
Winemaker,"[75, 83, 75, 77, 87, 79, 73, 66, 73, 80]"
Pediatric surgery,"[75, 87]"
Calypsonian,[38]
Sheerness,[61]
HMNB Portsmouth,[61]
Parliament of Great Britain,[76]
Groom of the Chamber,"[76, 49, 81]"
New Age,[90]
Middlesbrough,[87]
Losh Wilson and Bell,[87]
Chemical substance,"[77, 60]"
Gothenburg,[62]
Scotland,"[62, 99]"
Orphanage,[73]
Catholic sisters and nuns in the United States,[73]
Kathak,"[94, 42]"
Horse,"[92, 80, 78]"
Pipefitter,[92]
List of talk show hosts,"[85, 54, 72]"
Lawspeaker,[62]
Soviet dissidents,"[82, 59]"
Public defender,[82]
Persian people,[52]
Honda,[85]
Human rights activists,"[86, 65, 92, 60]"
Supercentenarian,"[114, 112, 113]"
Apartheid,"[76, 31, 57, 91]"
Executioner,"[81, 55, 25, 58, 86, 83, 68, 87, 50, 77, 81, 44, 84, 72]"
Native headmen of Ceylon,[84]
Fur trade,"[63, 64, 75, 76, 55, 85, 65, 53, 65, 66, 65, 74, 72, 70, 78]"
Land agent,"[63, 61, 81, 86, 65, 88, 39, 66, 80]"
Archivist of the United States,"[78, 72, 80, 78]"
Naval aviation,[44]
Jazz drumming,[89]
Diving horse,[99]
Spiritualism,"[103, 83, 77, 84, 74]"
ITT Corporation,[73]
Claro Puerto Rico,[73]
Farm,"[73, 50, 65, 70, 55, 90, 92, 65]"
Freedman,[20]
English drama,[40]
Intelligence officer,"[75, 71, 87, 81, 70, 90, 68, 65]"
Colonial Office,"[45, 95]"
Glaciology,"[89, 81, 80]"
Prosthetic makeup,"[62, 79, 92]"
Tool and die maker,"[79, 87]"
Gentleman,[78]
Poland,"[75, 29, 79]"
Polish Land Forces,[84]
University of California Davis,[69]
Petty officer,[87]
Hubbard Broadcasting,[95]
Professors in the United States,"[91, 82, 77, 60]"
Salisbury,[85]
Godolphin School,[85]
Vosper & Company,[87]
Storytelling,"[69, 99, 93, 65, 81, 77, 89, 73, 88]"
Aeronautics,"[38, 77, 74, 78]"
Anesthesiologist,"[92, 57, 74, 92]"
Kudelski Group,[84]
Military strategy,"[82, 84, 55, 61, 68]"
Hellenic Army,[67]
Greek People's Liberation Army,[67]
Louisiana State University,"[67, 61, 77, 78, 89]"
Supreme Court of Florida,[85]
Consultant,"[80, 81, 62, 77, 100, 73, 79, 79]"
Management,"[80, 80, 81, 83, 90, 94, 73, 62, 100, 56, 65, 91, 67, 53, 55]"
Board of Navy Commissioners,[41]
African Methodist Episcopal Zion Church,[77]
Christian Science,"[64, 83]"
Metropolitan bishop,[55]
Churchill College Cambridge,[79]
University of Cambridge,"[79, 80]"
Political consulting,"[81, 61, 42, 71, 78, 79, 65, 77, 80, 65, 92, 77, 96, 65]"
Homeopathy,"[76, 84, 79, 80]"
United States Department of Agriculture,[84]
Beekeeper,"[84, 114, 63, 107]"
Doctor of Osteopathic Medicine,"[51, 33]"
Northern Central Railway,[74]
Office of Strategic Services,"[70, 69]"
Keyboardist,"[78, 63, 69, 55]"
Behavioural genetics,[77]
Applied mathematics,[68]
Game design,"[66, 59, 49, 100, 48, 82, 47]"
Kirloskar Group,[91]
Andhra Patrika,[61]
Posek,"[74, 91]"
Swimming (sport),"[67, 67, 44, 54, 91]"
Resistance movement,"[80, 42, 75, 92, 99, 25, 91, 25, 90, 69, 42, 81, 38, 27, 20, 84, 95, 45]"
Geisha,[66]
List of Indian film actors,[64]
Delta Sigma Theta,"[91, 73]"
Ghazipur,[85]
Basti Uttar Pradesh,[85]
Shah Faiz Public School,[85]
Kazakhstan,[89]
President of Kazakhstan,[89]
Akashvani (radio broadcaster),"[78, 51, 46]"
Public service,"[78, 42]"
